id,Historical Period,Time/Century,Edition name,URL,Scholarly,Digital,Edition,Language,Writing support,Begin date,End date,Manager or Editor,Institution(s),Audience,Philological statement,Account of textual variance,Value of witnesses,XML-TEI Transcription,XML(-TEI) available to download,Images,Zoom images,"Image manipulation (brightness, rotation, etc.)",Text-Image Linking,Source Text Translation,Website language,Glossary,Indices,String matching,Advanced search,Creative Commons License,Open source/Open access,Linked Open Data,API,Crowdsourcing,Feedback,Technological statement,Links to ext. resources,OCR or keyed?,Mobile friendly/application,Print-friendly view,Print facsimile (complementary output),Repository of source material(s),Place of origin of source material(s),Sponsor/Funding body,Budget (rough),Infrastructure,Current availability,RIDE review,Sahle Catalog,Citation,Handle-PID,Scholarly_bin,Digital_bin,Edition_bin,Edition_not_provided,Philological_statement_no,Philological_statement_not_provided,Philological_statement_partly,Philological_statement_yes,Account_of_textual_variance_no,Account_of_textual_variance_not_provided,Account_of_textual_variance_partly,Account_of_textual_variance_yes,XML_TEI_Transcription_no,XML_TEI_Transcription_not_provided,XML_TEI_Transcription_partly,XML_TEI_Transcription_yes,XML__TEI__available_to_download_no,XML__TEI__available_to_download_not_provided,XML__TEI__available_to_download_partly,XML__TEI__available_to_download_yes,Images_no,Images_not_provided,Images_partly,Images_yes,Zoom_images_bin,Zoom_images_not_provided,Image_manipulation__brightness__rotation__etc___bin,Image_manipulation__brightness__rotation__etc___not_provided,Text_Image_Linking_no,Text_Image_Linking_not_provided,Text_Image_Linking_partly,Text_Image_Linking_yes,Glossary_bin,Glossary_not_provided,Indices_no,Indices_not_provided,Indices_partly,Indices_yes,String_matching_bin,String_matching_not_provided,Advanced_search_bin,Advanced_search_not_provided,Creative_Commons_License_no,Creative_Commons_License_partly,Creative_Commons_License_yes,Linked_Open_Data_bin,Linked_Open_Data_not_provided,API_bin,API_not_provided,Crowdsourcing_no,Crowdsourcing_not_provided,Crowdsourcing_partly,Crowdsourcing_yes,Feedback_no,Feedback_not_provided,Feedback_partly,Feedback_yes,Technological_statement_no,Technological_statement_not_provided,Technological_statement_partly,Technological_statement_yes,Links to ext. resources_bin,Mobile friendly/application_bin,Current availability_bin,Citation_bin,Citation_not_provided,Historical_Period_Antiquity,Historical_Period_Antiquity__Middle_Ages,Historical_Period_Contemporary,Historical_Period_Early_Modern,Historical_Period_Early_Modern__Long_Nineteenth_Century,Historical_Period_Early_Modern__Long_Nineteenth_Century__Modern__Contemporary,Historical_Period_Early_Modern_Long_Nineteenth_Century,Historical_Period_Long_Nineteenth_Century,Historical_Period_Long_Nineteenth_Century__Modern,Historical_Period_Long_Nineteenth_century,Historical_Period_Middle_Ages,Historical_Period_Middle_Ages__Early_Modern,Historical_Period_Modern,Historical_Period_Modern__Contemporary,Value_of_witnesses_0_5__1,Value_of_witnesses_no,Value_of_witnesses_not_provided,Value_of_witnesses_partly,Value_of_witnesses_yes,Open_source_Open_access_Open_Access_and_Open_Source__all_data,Open_source_Open_access_Open_Access_and_Open_Source__some_data,Open_source_Open_access_no,Open_source_Open_access_not_provided,Open_source_Open_access_partly,Open_source_Open_access_yes,OCR_or_keyed__Keyed,OCR_or_keyed__Keyed__OCR,OCR_or_keyed__OCR,OCR_or_keyed__OCR__Keyed,OCR_or_keyed__OCR_Keyed,OCR_or_keyed__not_provided,Print_friendly_view_forthcoming,Print_friendly_view_no,Print_friendly_view_not_provided,Print_friendly_view_partly,Print_friendly_view_trial,Print_friendly_view_yes,Print_facsimile__complementary_output__forthcoming,Print_facsimile__complementary_output__no,Print_facsimile__complementary_output__not_provided,Print_facsimile__complementary_output__partly,Print_facsimile__complementary_output__yes,RIDE_review_10_18716_ride_a_13_4,RIDE_review_http___ride_i_d_e_de_issues_issue_1_codex_sinaiticus,RIDE_review_http___ride_i_d_e_de_issues_issue_1_nietzschesource,RIDE_review_http___ride_i_d_e_de_issues_issue_2_becerro_galicano,RIDE_review_http___ride_i_d_e_de_issues_issue_2_fleischmann_diaries,RIDE_review_http___ride_i_d_e_de_issues_issue_3_godwin,RIDE_review_http___ride_i_d_e_de_issues_issue_5_jane_austens_fiction_manuscripts,RIDE_review_https___ride_i_d_e_de_issues_issue_17_okopenko,RIDE_review_https___ride_i_d_e_de_issues_issue_5_damaboba,RIDE_review_no,Sahle_Catalog_https___digitale_edition_de_e613,Sahle_Catalog_https___digitale_edition_de_e820,Sahle_Catalog_https___digitale_edition_de_e825,Sahle_Catalog_no,Sahle_Catalog_not_provided,Sahle_Catalog_yes,Historical_Period_code,period_start,period_end,author,phil_direction,description,keywords,authoritativeness_score,renown_score
164,Middle Ages,not provided,Sirat Bani Hilal Digital Archive,http://www.siratbanihilal.ucsb.edu/start-0,no,yes,no,ARA,Audio Recording; Image; Manuscript,1980,not provided,Dwight F. Reynolds,University of California Santa Barbara,Scholars,partly,not provided,not provided,no,no,no,no,no,no,ENG,ENG; ARA,no,no,no,no,yes,yes,no,no,yes,yes,no,yes,Keyed,no,yes,not provided,Various,Various,not provided,not provided,not provided,no,no,no,not provided,21.11115/0000-000B-D123-1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,,,Not specified (Oral Poets),Arabic Epic,"An archive preserving audio recordings and manuscripts of the Sirat Bani Hilal, a massive Arabic oral epic poem about the migration of the Bedouin tribe.",Epic # Poetry # Folklore # Orality # History,28.0,18.0
165,Long Nineteenth Century,1830-1855,Søren Kierkegaards Skrifter,http://sks.dk/forside/indhold.asp,yes,yes,yes,DAN,Manuscript,2007,2014,Karsten Kynde,University of Copenhagen,not provided,yes,not provided,not provided,partly,no,no,no,no,no,no,DAN,no,no,yes,yes,no,yes,no,no,no,no,partly,no,Keyed,no,not provided,not provided,Det Kongelige Bibliotek,Denmark,not provided,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D124-0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1830,1855,Søren Kierkegaard,Existential Philosophy,"The complete works and journals of the Danish philosopher Søren Kierkegaard, presented in a sophisticated digital environment.",Philosophy # Theology # Diary # Literature # Criticism,20.0,70.0
166,Modern,1927,Stijn Streuvels: De teleurgang van den Waterhoek (The decline of the Waterhoek) CDROM,http://ctb.kantl.be/publicaties/de-teleurgang-van-den-waterhoek-elektronisch-kritische-editie-electronic-c,yes,yes,yes,DUT,Printed book; Manuscript,not provided,2000,Edward Vanhoutte,Centrum voor Teksteditie en Bronnenstudie (Koninklijke Academie voor Nederlandse Taal- en Letterkunde),Scholars,yes,yes,yes,partly,no,yes,yes,no,no,no,DUT,not provided,not provided,not provided,not provided,no,no,no,no,no,yes,no,no,Keyed,yes,not provided,not provided,not provided,Flanders,not provided,not provided,CDROM,yes,no,yes,not provided,21.11115/0000-000B-D125-F,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,1927,1927,Stijn Streuvels,Modern Dutch Literature,"A genetic edition of Streuvels' novel, documenting the text's evolution from manuscript drafts to the final published version.",Novel # Manuscript # Philology # Criticism # Literature,18.0,20.0
167,Early Modern; Long Nineteenth Century,1735-1826,The Adams Papers,http://rotunda.upress.virginia.edu/founders/ADMS.html,yes,yes,yes,ENG,Manuscript,2008,present,C. James Taylor,University of Virginia,not provided,partly,not provided,not provided,partly,no,not provided,not provided,not provided,not provided,no,ENG,no,yes,yes,yes,no,partly,no,no,no,yes,partly,no,Keyed,no,not provided,not provided,Various,United States,Andrew W. Mellon Foundation; President's Office of the University of Virginia,not provided,not provided,yes,no,no,not provided,21.11115/0000-000B-D126-E,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1735,1826,Adams Family,Early American History,"A digital edition of the diaries, letters, and papers of the Adams family, including John, Abigail, and John Quincy Adams.",Politics # History # Diary # Correspondence # Biography,30.0,60.0
168,Early Modern,1649-1785,The Alcalá Account Book Project,http://drapier.dho.ie/node/232,no,yes,yes,SPA,Book,not provided,not provided,not provided,National University of Ireland; University of Alcalá,not provided,yes,not provided,not provided,not provided,no,yes,yes,no,no,no,ENG,not provided,not provided,no,no,no,yes,not provided,not provided,not provided,not provided,yes,no,not provided,no,not provided,not provided,Real Colegio de San Jorge Mártir de Irlandeses de la Universidad de Alcalá,Spain,not provided,not provided,not provided,no,no,yes,not provided,21.11115/0000-000B-D127-D,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1649,1785,Not specified (Administrators),Early Modern History,"An edition of the account books of the Irish College at the University of Alcalá, documenting the daily life of the Irish diaspora in Spain.",Economics # Administration # History # Education # Religion,15.0,18.0
169,Long Nineteenth Century; Modern,1869-1951,The André Gide Editions Project,http://hridigital.shef.ac.uk/gide,yes,yes,yes,FRE,Manuscript,1999,2000,David Walker; Pascal Mercier; Michael Pidd,University of Sheffield,not provided,partly,not provided,not provided,partly,no,yes,yes,not provided,not provided,no,ENG,not provided,not provided,not provided,not provided,no,no,no,no,no,yes,not provided,no,Keyed,no,not provided,not provided,not provided,France,Arts and Humanities Research Board,not provided,CDROM,yes,no,no,not provided,21.11115/0000-000B-D128-C,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1869,1951,André Gide,French Literature,"A project focusing on the genetic editing of the works of André Gide, specifically Les Faux-Monnayeurs and his journals.",Novel # Diary # Manuscript # Philology # Criticism,40.0,35.0
170,Early Modern,18th,The Benjamin Marston Diary Project,http://www.lib.unb.ca/Texts/marston/,yes,yes,no,ENG,Manuscript,1996,not provided,not provided,University of New Brunswick,not provided,yes,not provided,not provided,partly,no,yes,no,no,no,no,ENG,no,no,no,no,no,yes,no,no,no,no,partly,no,Keyed,no,not provided,not provided,University of New Brunswick Archives and Special Collections,Canada,not provided,not provided,not provided,no,no,yes,not provided,21.11115/0000-000B-D129-B,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1701,1800,Benjamin Marston,American Loyalist Diary,"The diary of a Massachusetts Loyalist who was exiled to Canada after the American Revolution, recording his struggles and observations.",Diary # History # Politics # Travel # Biography,38.0,22.0
171,Long Nineteenth Century,18th-19th,The Bevan Family Letters,http://rth.org.uk/collections/bevan-dewar-letters,no,yes,yes,ENG,Manuscript,2006,not provided,not provided,Regency Town House,not provided,partly,not provided,yes,no,no,yes,yes,no,no,no,ENG,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,Keyed,no,not provided,not provided,Regency Town House,England,not provided,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D12A-A,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1701,1900,Bevan Family,19th Century Correspondence,"A collection of letters from a prominent English banking family, offering insights into Victorian social life, religion, and business.",Correspondence # Sociology # History # Economics # Family,10.0,10.0
172,Middle Ages,15th,The Burnet Psalter,http://www.abdn.ac.uk/diss/historic/collects/bps/index.html,no,yes,yes,LAT,Manuscript,1994,not provided,not provided,University of Aberdeen,General public,yes,not provided,not provided,no,no,yes,no,no,no,no,ENG,no,yes,no,no,no,yes,no,no,no,yes,no,no,Keyed,no,not provided,not provided,Aberdeen University Library,Scotland,not provided,not provided,not provided,yes,no,no,not provided,21.11115/0000-000B-D12B-9,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,1401,1500,Not specified (Scribes),Medieval Liturgy,"A digital facsimile of a 15th-century psalter from Aberdeen, notable for its Scottish provenance and illumination.",Liturgy # Art # Manuscript # Religion # Music,7.0,35.0
173,Middle Ages,14th,The Canterbury Tales Project,http://www.textualcommunities.usask.ca/web/canterbury-tales,yes,yes,yes,ENM,Manuscript,1990,not provided,Peter Robinson,University of Birmingham,not provided,yes,not provided,not provided,no,no,yes,not provided,not provided,not provided,no,ENG,not provided,not provided,yes,yes,no,no,no,no,no,yes,not provided,yes,Keyed,no,not provided,not provided,British Library,England,not provided,not provided,CDROM,no,no,yes,not provided,21.11115/0000-000B-D12C-8,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1301,1400,Geoffrey Chaucer,Middle English Poetry,A long-running project aiming to transcribe and collate all surviving 15th-century manuscripts of Chaucer's Canterbury Tales.,Poetry # Manuscript # Philology # Criticism # Story,45.0,75.0
174,Early Modern,1593-1633,The Digital Temple: A Documentary Edition of George Herbert's English Verse,http://digitaltemple.rotunda.upress.virginia.edu/,yes,yes,yes,ENG,Manuscript,2012,not provided,Robert Whalen; Christipher Hodgkins,University of Virginia,not provided,yes,not provided,not provided,yes,no,yes,not provided,not provided,not provided,no,ENG,not provided,not provided,not provided,not provided,no,no,no,no,no,yes,yes,no,Keyed,no,not provided,not provided,Bodleian Library; Folger Shakespeare Library,England,National Endowment for the Humanities,not provided,Versioning Machine V4.0,yes,no,no,not provided,21.11115/0000-000B-D12D-7,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1593,1633,George Herbert,Metaphysical Poetry,"A digital edition of Herbert's The Temple, presenting the text alongside images of the earliest manuscripts and printed editions.",Poetry # Religion # Manuscript # Philology # Art,15.0,40.0
175,Long Nineteenth Century; Modern,19th-20th,The Diriks Family Scrapbooks,http://www.nb.no/baser/diriks/virtuellealbum/index.html,no,yes,no,NOR,Manuscript,not provided,not provided,not provided,National Library of Norway,not provided,partly,not provided,yes,no,no,yes,no,no,no,no,NOR,no,no,yes,yes,no,yes,no,no,no,yes,no,no,Keyed,no,not provided,not provided,National Library of Norway,Norway,not provided,not provided,not provided,no,no,no,not provided,21.11115/0000-000B-D12E-6,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1801,2000,Diriks Family,Norwegian Culture,"A digital presentation of the scrapbooks created by the artistic Diriks family, documenting Norwegian cultural life in the 19th century.",Art # History # Genealogy # Sociology # Ephemera,6.0,7.0
176,Long Nineteenth Century,1770s-1880s,The Documentary History of the Ratification of the Constitution,http://rotunda.upress.virginia.edu/founders/RNCN.html,yes,yes,yes,ENG,Manuscript,2009,present,John P. Kaminski; Gaspare J. Saladino; Richard Leffler; Charles H. Schoenleber; Margaret A. Hogan,University of Virginia,not provided,partly,not provided,not provided,yes,no,not provided,not provided,not provided,not provided,no,ENG,not provided,yes,yes,yes,no,no,no,no,no,yes,not provided,no,Keyed,no,not provided,not provided,not provided,United States,Andrew W. Mellon Foundation; President's Office of the University of Virginia,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D12F-5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1770,1889,Not specified (Founding Fathers),American Constitutional History,A massive collection of documents recording the state-by-state debates and ratification process of the U.S. Constitution.,Law # Politics # History # Government # Democracy,75.0,82.0
177,Long Nineteenth Century,1788-1843,The Dolley Madison Digital Edition,http://rotunda.upress.virginia.edu/dmde/,yes,yes,yes,ENG,Manuscript,2004,present,Holly C. Schulman,University of Virginia,not provided,partly,not provided,not provided,yes,no,not provided,not provided,not provided,not provided,no,ENG,not provided,yes,yes,yes,no,no,no,no,no,yes,not provided,no,Keyed,no,not provided,not provided,not provided,United States,Andrew W. Mellon Foundation; President's Office of the University of Virginia,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D130-2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1788,1843,Dolley Madison,Early American History,"The complete correspondence of the First Lady Dolley Madison, documenting her central role in the social and political life of Washington D.C.",Correspondence # Politics # History # Biography # Gender,62.0,45.0
178,Early Modern,1503-1510,The Geese Book,http://geesebook.asu.edu,yes,yes,yes,LAT,Manuscript,not provided,not provided,Volker Schier; Corine Schleif,Arizona State University,not provided,partly,not provided,not provided,not provided,no,yes,yes,no,no,no,GER; ENG,no,yes,no,no,no,Open Access and Open Source (some data),no,no,no,yes,no,yes,Keyed,no,not provided,not provided,The Morgan Library and Museum,Germany,"Samuel H. Kress Foundation; National Endowment for the Humanities; Sparda Bank Nürnberg; Zukunftsstiftung der Stadtsparkasse Nürnberg; Kulturfonds der Dr. Lorenz Tucher'schen Stiftung; Freiherr von Haller'sche Forschungsstiftung; Arizona State University - Herberger Institute for Design and the Arts - Institute for Humanities Research; Erzbistum Bamberg: Verlag Nürnberger Presse; Bezirk Mittelfranken, Stiftung Natur-Kultur-Struktur; Sigma (Deutschland) GmbH; Wolf Photo Media, Fürth.",not provided,not provided,yes,no,no,not provided,21.11115/0000-000B-D131-1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1503,1510,Not specified (Scribes),Medieval Liturgy,"A digital presentation of a large, illuminated two-volume gradual from Nuremberg, famous for its whimsical marginal illustrations (including geese).",Liturgy # Music # Art # Manuscript # Religion,8.0,7.0
179,Early Modern,1600-1662,The Hartlib Papers Project,https://www.hrionline.ac.uk/hartlib/,yes,yes,yes,ENG; GER,Manuscript,1989,1996,Mark Greengrass,University of Sheffield,not provided,partly,not provided,not provided,partly,no,yes,yes,no,no,no,ENG,no,no,yes,yes,no,yes,no,no,no,yes,no,no,Keyed,no,not provided,not provided,University of Sheffield,England,not provided,not provided,CDROM,no,no,yes,not provided,21.11115/0000-000B-D132-0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1600,1662,Samuel Hartlib,Early Modern Science,"The massive archive of Samuel Hartlib, a 17th-century polymath whose correspondence network was a precursor to the Royal Society.",Science # Correspondence # Education # Agriculture # Reform,25.0,40.0
180,Long Nineteenth Century,1830-1894,The Letters of Christina Rossetti,http://rotunda.upress.virginia.edu/crossetti/,yes,yes,yes,ENG,Manuscript,2006,not provided,Antony H. Harrison,University of Virginia,not provided,partly,not provided,yes,yes,no,yes,yes,no,no,no,ENG,not provided,yes,yes,yes,no,no,no,no,no,yes,not provided,no,Keyed,no,not provided,not provided,not provided,England,Andrew W. Mellon Foundation; President's Office of the University of Virginia,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D133-F,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1830,1894,Christina Rossetti,Victorian Poetry,"The complete collected letters of the poet Christina Rossetti, illuminating her literary career, faith, and relationships with the Pre-Raphaelites.",Correspondence # Poetry # Religion # Biography # Art,30.0,68.0
181,Long Nineteenth Century,1822-1888,The Letters of Matthew Arnold,http://rotunda.upress.virginia.edu/arnold/,yes,yes,yes,ENG,Manuscript,2006,not provided,Cecil Y. Lang,University of Virginia,not provided,partly,not provided,yes,yes,no,not provided,not provided,not provided,not provided,no,ENG,not provided,yes,yes,yes,no,no,no,no,no,yes,not provided,no,Keyed,no,not provided,not provided,not provided,England,Andrew W. Mellon Foundation; President's Office of the University of Virginia,not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D134-E,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1822,1888,Matthew Arnold,Victorian Literature,"A comprehensive edition of the letters of the poet and critic Matthew Arnold, covering his views on education, culture, and society.",Correspondence # Criticism # Education # Poetry # Society,25.0,65.0
182,Middle Ages,1469-1470,The Malory Project,http://www.maloryproject.com/,yes,yes,yes,ENM,Manuscript,2005,2010,Takako Kato,University of Leicester; Loyola University Chicago,Malory and manuscript scholars; teachers,yes,not provided,not provided,yes,no,yes,yes,no,no,no,ENG,no,yes,yes,yes,no,yes,no,no,no,yes,partly,yes,Keyed,no,not provided,not provided,British Library; John Rylands University Library,England,"Digital Research Centre, Keio University",not provided,not provided,yes,no,yes,not provided,21.11115/0000-000B-D135-D,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1469,1470,Thomas Malory,Arthurian Literature,"An electronic edition of Le Morte Darthur, focusing on the Winchester Manuscript and its relationship to Caxton's print edition.",Romance # Manuscript # Philology # Mythology # Literature,18.0,8.0
